# Time (s),Altitude (ft),Vertical velocity (m/s),Vertical acceleration (G),Total velocity (m/s),Total acceleration (G),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (G),Latitude (°),Longitude (°),Gravitational acceleration (G),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (kg),Motor mass (kg),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (m),CG location (m),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (G),Reference length (m),Reference area (m²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
26.355,1.142e4,6.586,-0.964,13.267,0.965,1148.68,1.21,1148.68,0.06,11.517,0.036,34,-106.996,0.998,22.29,-8.281e-9,0.038,-3.504e-6,26.401,3.405,12.454,0.067,1.648,1.581,0.515,0.06,2.262e6,0,1.128,0.457,0.577,0.334,0.041,0.082,6.431,1.142,-7.839e-5,0,0,0,0,0.614,1.895e-4,0.131,0.013,41.668,0.085,7.209,2.531,584.558,332.833,0.05,1.401
26.405,1.142e4,6.114,-0.961,13.023,0.962,1150.568,1.214,1150.568,0.06,11.499,0.037,34,-106.996,0.998,23.188,-7.668e-9,0.038,-5.078e-6,26.401,3.405,12.454,0.067,1.645,1.581,0.488,0.06,2.279e6,0,1.134,0.457,0.571,0.334,0.041,0.082,6.745,0.511,-2.616e-4,0,0,0,0,0.609,1.868e-4,0.131,0.013,40.987,0.085,7.546,2.528,584.535,332.831,0.05,1.403
26.455,1.142e4,5.643,-0.962,12.792,0.963,1152.452,1.218,1152.453,0.061,11.481,0.036,34,-106.996,0.998,23.547,-8.529e-9,0.038,-2.722e-6,26.401,3.405,12.454,0.067,1.644,1.581,0.478,0.059,2.23e6,0,1.081,0.457,0.568,0.334,0.041,0.082,6.873,0.224,2.736e-4,0,0,0,0,0.639,1.843e-4,0.131,0.013,40.304,0.085,7.259,2.526,584.514,332.829,0.05,1.404
26.505,1.143e4,5.171,-0.962,12.576,0.962,1154.334,1.222,1154.335,0.061,11.463,0.035,34,-106.996,0.998,24.002,-7.905e-9,0.038,-7.093e-7,26.401,3.405,12.454,0.067,1.642,1.581,0.465,0.058,2.188e6,0,1.036,0.458,0.566,0.335,0.041,0.082,7.038,-0.126,-4.967e-4,0,0,0,0,0.663,1.819e-4,0.131,0.013,39.621,0.085,7.033,2.523,584.494,332.828,0.05,1.406
26.555,1.143e4,4.699,-0.961,12.374,0.962,1156.213,1.227,1156.214,0.061,11.446,0.034,34,-106.996,0.998,24.576,-7.225e-9,0.038,6.845e-7,26.401,3.405,12.454,0.067,1.64,1.581,0.45,0.057,2.158e6,0,1.002,0.458,0.563,0.336,0.041,0.082,7.248,-0.557,-6.9e-5,0,0,0,0,0.68,1.797e-4,0.131,0.013,38.939,0.085,6.907,2.521,584.476,332.826,0.05,1.407
26.605,1.143e4,4.228,-0.963,12.187,0.963,1158.09,1.231,1158.09,0.061,11.43,0.032,34,-106.996,0.998,24.894,-8.442e-9,0.038,4.802e-6,26.401,3.405,12.454,0.067,1.639,1.581,0.441,0.055,2.084e6,0,0.934,0.461,0.563,0.338,0.041,0.082,7.366,-0.833,-3.786e-4,0,0,0,0,0.726,1.777e-4,0.131,0.013,38.257,0.085,6.367,2.519,584.46,332.825,0.05,1.409
26.655,1.143e4,3.755,-0.964,12.017,0.964,1159.963,1.235,1159.964,0.061,11.415,0.03,34,-106.996,0.998,25.345,-8.635e-9,0.038,8.529e-6,26.401,3.405,12.454,0.067,1.637,1.581,0.43,0.053,2.019e6,0,0.875,0.463,0.561,0.34,0.041,0.082,7.535,-1.203,-3.928e-4,0,0,0,0,0.767,1.759e-4,0.131,0.013,37.578,0.085,5.906,2.517,584.446,332.824,0.05,1.411
26.705,1.143e4,3.283,-0.963,11.863,0.963,1161.835,1.24,1161.835,0.061,11.4,0.03,34,-106.996,0.998,26.08,-7.685e-9,0.037,9.815e-6,26.401,3.405,12.454,0.067,1.635,1.581,0.412,0.053,1.992e6,0,0.843,0.463,0.555,0.34,0.041,0.082,7.816,-1.753,3.096e-4,0,0,0,0,0.78,1.743e-4,0.131,0.013,36.902,0.084,5.776,2.515,584.433,332.823,0.05,1.413
26.755,1.143e4,2.811,-0.961,11.727,0.962,1163.704,1.244,1163.704,0.061,11.385,0.031,34,-106.996,0.998,26.945,-7.691e-9,0.037,9.732e-6,26.401,3.405,12.454,0.067,1.632,1.581,0.392,0.052,1.985e6,0,0.824,0.464,0.547,0.341,0.041,0.082,8.151,-2.383,-1.299e-4,0,0,0,0,0.775,1.728e-4,0.131,0.013,36.229,0.084,5.811,2.514,584.422,332.822,0.05,1.414
26.805,1.143e4,2.34,-0.96,11.608,0.961,1165.57,1.248,1165.571,0.061,11.37,0.031,34,-106.996,0.998,27.756,-8.105e-9,0.037,1.072e-5,26.401,3.405,12.454,0.067,1.63,1.581,0.374,0.052,1.963e6,0,0.795,0.464,0.54,0.341,0.041,0.082,8.473,-2.988,-4.639e-4,0,0,0,0,0.779,1.715e-4,0.131,0.013,35.562,0.084,5.7,2.513,584.413,332.821,0.05,1.416
26.855,1.143e4,1.87,-0.958,11.508,0.958,1167.434,1.253,1167.435,0.061,11.355,0.031,34,-106.996,0.998,28.687,-8.276e-9,0.036,1.006e-5,26.401,3.405,12.454,0.067,1.628,1.581,0.355,0.052,1.968e6,0,0.784,0.464,0.529,0.341,0.041,0.082,8.85,-3.66,4.956e-4,0,0,0,0,0.757,1.704e-4,0.131,0.013,34.902,0.084,5.817,2.512,584.406,332.821,0.05,1.417
26.905,1.143e4,1.401,-0.956,11.426,0.957,1169.295,1.257,1169.296,0.062,11.339,0.032,34,-106.996,0.998,29.577,-8.119e-9,0.036,1.037e-5,26.401,3.405,12.454,0.067,1.625,1.581,0.337,0.052,1.958e6,0,0.762,0.464,0.519,0.342,0.041,0.082,9.216,-4.312,-1.943e-4,0,0,0,0,0.744,1.695e-4,0.131,0.013,34.25,0.084,5.795,2.511,584.4,332.82,0.05,1.419
26.955,1.143e4,0.932,-0.954,11.362,0.954,1171.154,1.261,1171.155,0.062,11.324,0.033,34,-106.996,0.998,30.505,-8.214e-9,0.035,9.929e-6,26.401,3.405,12.454,0.067,1.623,1.581,0.32,0.052,1.963e6,0,0.748,0.464,0.508,0.341,0.041,0.082,9.605,-4.986,3.091e-4,0,0,0,0,0.718,1.688e-4,0.131,0.013,33.607,0.084,5.88,2.51,584.396,332.82,0.05,1.421
27.005,1.143e4,0.465,-0.951,11.317,0.952,1173.01,1.266,1173.011,0.062,11.307,0.033,34,-106.996,0.998,31.431,-7.52e-9,0.035,9.708e-6,26.401,3.405,12.454,0.067,1.621,1.581,0.304,0.052,1.967e6,0,0.734,0.464,0.496,0.341,0.041,0.082,10,-5.657,-3.172e-4,0,0,0,0,0.688,1.682e-4,0.131,0.013,32.976,0.084,5.953,2.51,584.393,332.82,0.05,1.422
# Event APOGEE occurred at t=27.055 seconds
27.055,1.143e4,-8.003e-4,-0.95,11.291,0.951,1174.864,1.27,1174.865,0.062,11.291,0.033,34,-106.996,0.998,32.359,-7.867e-9,0.034,1.105e-5,26.401,3.405,12.454,0.067,1.619,1.581,0.289,0.051,1.94e6,0,0.698,0.465,0.485,0.342,0.041,0.082,10.402,-6.352,1.486e-5,0,0,0,0,0.678,1.679e-4,0.131,0.013,32.357,0.084,5.736,2.51,584.392,332.82,0.05,1.424
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=27.056 seconds
27.105,1.143e4,-0.466,-0.946,11.284,0.947,1176.715,1.274,1176.715,0.062,11.274,0.035,34,-106.996,0.998,33.293,-7.609e-9,0.033,9.557e-6,26.401,3.405,12.454,0.067,1.617,1.581,0.275,0.052,1.972e6,0,0.702,0.464,0.472,0.341,0.041,0.082,10.812,-7.009,-4.478e-4,0,0,0,0,0.625,1.678e-4,0.131,0.013,31.751,0.084,6.033,2.51,584.393,332.82,0.05,1.425
27.11,1.143e4,-0.514,-0.99,17.3,1.035,1176.897,1.275,1176.898,0.062,11.26,0.302,34,-106.996,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.052,1.971e6,0,78.241,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.678e-4,NaN,NaN,NaN,NaN,6.033,2.51,584.393,332.82,0.005,1.427
27.379,1.143e4,-3.124,-0.989,16.759,1.033,1186.493,1.298,1186.494,0.063,10.466,0.3,34,-106.996,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.052,1.909e6,0,77.812,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.676e-4,NaN,NaN,NaN,NaN,5.999,2.51,584.393,332.82,0.269,1.428
27.799,1.142e4,-7.024,-0.948,16.158,0.98,1200.196,1.332,1200.197,0.064,9.44,0.25,34,-106.996,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.048,1.841e6,0,65.895,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.604e-4,NaN,NaN,NaN,NaN,5.112,2.515,584.428,332.823,0.42,1.428
28.272,1.141e4,-11.066,-0.871,18.712,0.92,1213.786,1.368,1213.786,0.065,8.06,0.297,34,-106.996,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.054,2.132e6,0,83.684,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.65e-4,NaN,NaN,NaN,NaN,7.029,2.534,584.582,332.835,0.473,1.428
28.772,1.139e4,-14.991,-0.8,19.568,0.837,1226.019,1.404,1226.02,0.066,6.856,0.246,34,-106.996,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.053,2.23e6,0,81.586,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.818e-4,NaN,NaN,NaN,NaN,5.721,2.574,584.889,332.859,0.5,1.429
29.272,1.136e4,-18.418,-0.699,21.755,0.744,1236.239,1.436,1236.239,0.067,5.604,0.255,34,-106.996,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.059,2.48e6,0,101.747,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.112e-4,NaN,NaN,NaN,NaN,5.975,2.635,585.358,332.896,0.5,1.429
29.697,1.133e4,-20.847,-0.582,23.765,0.648,1243.23,1.462,1243.231,0.067,4.421,0.284,34,-106.996,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.067,2.711e6,0,130.191,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.42e-4,NaN,NaN,NaN,NaN,6.99,2.713,585.958,332.943,0.425,1.43
30.197,1.129e4,-23.295,-0.499,25.29,0.566,1249.412,1.489,1249.413,0.068,3.116,0.266,34,-106.996,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.071,2.886e6,0,146.268,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.654e-4,NaN,NaN,NaN,NaN,6.727,2.791,586.558,332.99,0.5,1.43
30.697,1.126e4,-25.263,-0.401,26.693,0.474,1253.511,1.513,1253.512,0.069,1.881,0.252,34,-106.996,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.076,3.048e6,0,167.602,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.911e-4,NaN,NaN,NaN,NaN,6.737,2.894,587.352,333.052,0.5,1.43
31.197,1.121e4,-26.846,-0.323,27.637,0.38,1255.786,1.534,1255.787,0.07,0.893,0.202,34,-106.996,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.079,3.159e6,0,182.352,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.128e-4,NaN,NaN,NaN,NaN,5.675,3.007,588.225,333.121,0.5,1.43
31.697,1.117e4,-28.034,-0.242,28.676,0.312,1256.46,1.553,1256.461,0.071,0.072,0.197,34,-106.996,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.083,3.28e6,0,202.089,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.314e-4,NaN,NaN,NaN,NaN,6.107,3.128,589.161,333.195,0.5,1.431
32.197,1.112e4,-28.915,-0.18,29.412,0.256,1255.608,1.569,1255.609,0.072,0.968,0.183,34,-106.996,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.086,3.367e6,0,216.956,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.457e-4,NaN,NaN,NaN,NaN,6.351,3.256,590.148,333.272,0.5,1.431
32.697,1.107e4,-29.584,-0.136,29.856,0.195,1253.458,1.582,1253.459,0.072,1.654,0.14,34,-106.996,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.088,3.421e6,0,225.909,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.569e-4,NaN,NaN,NaN,NaN,5.68,3.389,591.172,333.353,0.5,1.431
33.197,1.102e4,-30.061,-0.097,30.281,0.162,1250.222,1.594,1250.223,0.073,2.291,0.13,34,-106.996,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.09,3.473e6,0,235.48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.656e-4,NaN,NaN,NaN,NaN,5.934,3.526,592.223,333.435,0.5,1.432
33.697,1.097e4,-30.393,-0.068,30.598,0.145,1245.946,1.603,1245.947,0.074,2.922,0.129,34,-106.996,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.091,3.512e6,0,243.059,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.722e-4,NaN,NaN,NaN,NaN,6.462,3.665,593.295,333.52,0.5,1.432
34.197,1.092e4,-30.651,-0.053,30.7,0.082,1240.898,1.611,1240.899,0.074,3.233,0.063,34,-106.996,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.091,3.527e6,0,245.192,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.773e-4,NaN,NaN,NaN,NaN,4.974,3.806,594.382,333.605,0.5,1.432
34.697,1.087e4,-30.807,-0.032,30.934,0.109,1235.177,1.618,1235.178,0.075,3.743,0.104,34,-106.996,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.092,3.557e6,0,251.473,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.81e-4,NaN,NaN,NaN,NaN,6.544,3.948,595.479,333.691,0.5,1.433
35.197,1.082e4,-30.909,-0.021,31.034,0.106,1228.62,1.623,1228.621,0.076,4.252,0.104,34,-106.996,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.093,3.572e6,0,254.315,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.839e-4,NaN,NaN,NaN,NaN,7.034,4.091,596.584,333.778,0.5,1.433
35.697,1.077e4,-30.991,-0.017,31.029,0.06,1221.413,1.627,1221.414,0.076,4.534,0.057,34,-106.996,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.093,3.575e6,0,254.349,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.863e-4,NaN,NaN,NaN,NaN,6.074,4.235,597.734,333.865,0.5,1.433
36.197,1.072e4,-31.044,-0.011,31.068,0.047,1213.79,1.631,1213.791,0.077,4.76,0.046,34,-106.996,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.093,3.583e6,0,255.753,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.88e-4,NaN,NaN,NaN,NaN,5.996,4.379,598.898,333.953,0.5,1.433
36.697,1.067e4,-31.07,-0.005,31.109,0.059,1205.745,1.633,1205.746,0.078,5.049,0.059,34,-106.996,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.093,3.592e6,0,257.335,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.893e-4,NaN,NaN,NaN,NaN,6.614,4.524,600.064,334.04,0.5,1.434
37.197,1.062e4,-31.084,-0.003,31.111,0.049,1197.264,1.635,1197.266,0.078,5.291,0.049,34,-106.996,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.093,3.596e6,0,257.862,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.904e-4,NaN,NaN,NaN,NaN,6.602,4.669,601.232,334.128,0.5,1.434
37.697,1.057e4,-31.087,-7.516e-4,31.109,0.044,1188.409,1.636,1188.41,0.079,5.506,0.044,34,-106.996,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.093,3.599e6,0,258.321,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.912e-4,NaN,NaN,NaN,NaN,6.674,4.814,602.4,334.216,0.5,1.434
38.197,1.052e4,-31.081,0.001,31.112,0.053,1179.162,1.636,1179.164,0.08,5.767,0.053,34,-106.996,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.093,3.603e6,0,258.978,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.919e-4,NaN,NaN,NaN,NaN,7.171,4.959,603.569,334.304,0.5,1.435
38.697,1.047e4,-31.074,0.001,31.085,0.032,1169.574,1.636,1169.575,0.08,5.924,0.032,34,-106.996,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.093,3.604e6,0,258.765,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.927e-4,NaN,NaN,NaN,NaN,6.774,5.104,604.738,334.392,0.5,1.436
39.197,1.042e4,-31.064,0.002,31.066,0.012,1159.811,1.636,1159.812,0.081,5.98,0.011,34,-106.996,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.093,3.605e6,0,258.778,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.931e-4,NaN,NaN,NaN,NaN,6.291,5.249,605.906,334.48,0.5,1.436
39.697,1.036e4,-31.051,0.003,31.053,0.015,1149.943,1.636,1149.945,0.081,6.051,0.014,34,-106.996,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.093,3.607e6,0,259.006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.932e-4,NaN,NaN,NaN,NaN,6.441,5.393,607.074,334.567,0.5,1.437
40.197,1.031e4,-31.035,0.003,31.036,0.007,1140.042,1.635,1140.043,0.082,6.022,0.006,34,-106.996,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.093,3.608e6,0,259.094,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.933e-4,NaN,NaN,NaN,NaN,5.88,5.538,608.242,334.655,0.5,1.437
40.697,1.026e4,-31.018,0.004,31.018,0.005,1130.149,1.633,1130.15,0.083,6.039,0.004,34,-106.996,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.093,3.61e6,0,259.192,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.93e-4,NaN,NaN,NaN,NaN,6.146,5.683,609.409,334.743,0.5,1.437
41.197,1.021e4,-30.998,0.004,31.002,0.017,1120.174,1.632,1120.175,0.083,6.122,0.017,34,-106.996,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.093,3.612e6,0,259.333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.928e-4,NaN,NaN,NaN,NaN,6.573,5.828,610.576,334.83,0.5,1.437
41.697,1.016e4,-30.979,0.004,30.98,0.009,1110.098,1.63,1110.1,0.084,6.162,0.008,34,-106.996,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.093,3.613e6,0,259.31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.929e-4,NaN,NaN,NaN,NaN,6.385,5.972,611.742,334.918,0.5,1.438
42.197,1.011e4,-30.959,0.004,30.959,0.005,1099.998,1.629,1100,0.085,6.152,0.002,34,-106.996,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.092,3.614e6,0,259.324,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.928e-4,NaN,NaN,NaN,NaN,6.112,6.117,612.907,335.006,0.5,1.438
42.697,1.006e4,-30.937,0.005,30.944,0.027,1090.015,1.627,1090.016,0.086,6.02,0.027,34,-106.996,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.092,3.616e6,0,259.53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.925e-4,NaN,NaN,NaN,NaN,5.329,6.261,614.071,335.093,0.5,1.438
43.197,1.001e4,-30.916,0.004,30.917,0.006,1080.12,1.625,1080.122,0.086,6.044,0.005,34,-106.996,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.092,3.616e6,0,259.341,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.918e-4,NaN,NaN,NaN,NaN,6.186,6.405,615.235,335.181,0.5,1.438
43.697,9957.984,-30.896,0.004,30.897,0.01,1070.241,1.623,1070.243,0.087,6.001,0.009,34,-106.996,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.092,3.617e6,0,259.369,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.916e-4,NaN,NaN,NaN,NaN,5.782,6.55,616.397,335.268,0.5,1.439
44.197,9907.323,-30.871,0.005,30.892,0.044,1060.222,1.62,1060.224,0.088,6.215,0.044,34,-106.996,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.092,3.62e6,0,259.86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.912e-4,NaN,NaN,NaN,NaN,7.357,6.694,617.559,335.355,0.5,1.439
44.697,9856.698,-30.851,0.004,30.853,0.013,1050.078,1.618,1050.08,0.088,6.153,0.013,34,-106.997,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.092,3.619e6,0,259.327,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.917e-4,NaN,NaN,NaN,NaN,5.84,6.838,618.72,335.443,0.5,1.439
45.197,9806.108,-30.828,0.005,30.843,0.038,1040.137,1.616,1040.139,0.089,5.967,0.038,34,-106.997,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.092,3.621e6,0,259.677,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.912e-4,NaN,NaN,NaN,NaN,4.997,6.982,619.881,335.53,0.5,1.439
45.697,9755.554,-30.808,0.004,30.812,0.018,1030.42,1.614,1030.421,0.09,5.881,0.018,34,-106.997,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.092,3.621e6,0,259.353,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.903e-4,NaN,NaN,NaN,NaN,5.437,7.126,621.04,335.617,0.5,1.44
46.197,9705.031,-30.789,0.004,30.789,0.004,1020.767,1.611,1020.768,0.09,5.887,0.001,34,-106.997,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.092,3.622e6,0,259.297,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.898e-4,NaN,NaN,NaN,NaN,5.933,7.269,622.199,335.704,0.5,1.44
46.697,9654.541,-30.769,0.004,30.772,0.018,1011.179,1.609,1011.18,0.091,5.803,0.017,34,-106.997,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.092,3.623e6,0,259.395,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.896e-4,NaN,NaN,NaN,NaN,5.37,7.413,623.357,335.791,0.5,1.44
47.197,9604.084,-30.748,0.004,30.752,0.019,1001.584,1.607,1001.586,0.092,5.894,0.019,34,-106.997,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.092,3.624e6,0,259.42,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.89e-4,NaN,NaN,NaN,NaN,6.388,7.556,624.514,335.878,0.5,1.44
47.697,9553.661,-30.728,0.004,30.729,0.011,991.955,1.604,991.956,0.093,5.846,0.01,34,-106.997,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.092,3.625e6,0,259.349,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.891e-4,NaN,NaN,NaN,NaN,5.602,7.7,625.671,335.965,0.5,1.441
