# Time (s),Altitude (ft),Vertical velocity (m/s),Vertical acceleration (G),Total velocity (m/s),Total acceleration (G),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (G),Latitude (°),Longitude (°),Gravitational acceleration (G),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (kg),Motor mass (kg),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (m),CG location (m),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (G),Reference length (m),Reference area (m²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
11.405,7374.405,165.261,-1.283,165.91,1.283,511.732,0.231,511.732,0.026,14.662,0.008,34,-106.998,0.998,0.414,-1.146e-8,-0.012,1.56e-5,26.401,3.405,12.454,0.067,1.895,1.581,2.399,0.491,2.05e7,0,73.186,0.476,0.476,0.326,0.047,0.103,0.057,0.137,1.541e-4,0,0,0,0,-8.814e-4,0.002,0.131,0.013,82.101,0.026,7.044,14.038,678.904,339.806,0.05,0.88
11.455,7401.464,164.632,-1.282,165.284,1.282,514.137,0.233,514.137,0.026,14.662,0.003,34,-106.998,0.998,0.557,-1.558e-8,-0.01,1.431e-5,26.401,3.405,12.454,0.067,1.891,1.581,2.37,0.489,2.041e7,0,72.605,0.476,0.476,0.326,0.047,0.103,0.077,0.183,-3.686e-4,0,0,0,0,-6.111e-4,0.002,0.131,0.013,81.903,0.023,7.128,13.961,678.227,339.759,0.05,0.884
11.505,7428.419,164.004,-1.281,164.658,1.281,516.543,0.236,516.543,0.026,14.665,0.009,34,-106.998,0.998,0.637,0,-0.007,1.471e-5,26.401,3.405,12.454,0.067,1.889,1.581,2.354,0.487,2.033e7,0,72.026,0.476,0.476,0.326,0.047,0.103,0.088,0.207,-4.363e-5,0,0,0,0,-3.484e-4,0.002,0.131,0.013,81.745,0.022,7.269,13.884,677.553,339.713,0.05,0.887
11.555,7455.271,163.376,-1.28,164.034,1.28,518.949,0.238,518.949,0.026,14.672,0.021,34,-106.998,0.998,0.786,-7.013e-9,-0.005,1.441e-5,26.401,3.405,12.454,0.067,1.885,1.581,2.324,0.485,2.024e7,0,71.434,0.475,0.476,0.326,0.047,0.103,0.11,0.255,2.753e-4,0,0,0,0,-1.323e-4,0.002,0.131,0.013,81.636,0.022,7.061,13.808,676.881,339.666,0.05,0.889
11.605,7482.02,162.748,-1.281,163.409,1.282,521.357,0.24,521.357,0.026,14.688,0.044,34,-106.998,0.998,1.065,0,-7.97e-4,1.066e-5,26.401,3.405,12.454,0.067,1.878,1.581,2.271,0.483,2.014e7,0,70.843,0.475,0.477,0.326,0.047,0.102,0.151,0.343,1.079e-5,0,0,0,0,-4.008e-6,0.002,0.131,0.013,81.586,0.023,6.295,13.732,676.212,339.62,0.05,0.891
11.655,7508.666,162.12,-1.279,162.786,1.28,523.768,0.242,523.768,0.026,14.711,0.047,34,-106.998,0.998,1.104,0,0.004,1.034e-5,26.401,3.405,12.454,0.067,1.877,1.581,2.263,0.481,2.005e7,0,70.223,0.475,0.477,0.326,0.047,0.102,0.157,0.355,-2.794e-4,0,0,0,0,8.022e-5,0.002,0.131,0.013,81.611,0.024,6.013,13.656,675.545,339.575,0.05,0.895
11.705,7535.209,161.494,-1.275,162.164,1.275,526.183,0.244,526.183,0.027,14.73,0.032,34,-106.998,0.998,0.929,0,0.008,1.568e-5,26.401,3.405,12.454,0.067,1.881,1.581,2.295,0.48,1.996e7,0,69.563,0.475,0.476,0.326,0.047,0.102,0.131,0.299,1.129e-4,0,0,0,0,3.683e-4,0.002,0.131,0.013,81.713,0.026,6.127,13.581,674.881,339.529,0.05,0.898
11.755,7561.649,160.87,-1.269,161.544,1.269,528.6,0.246,528.6,0.027,14.741,0.012,34,-106.998,0.998,0.673,-9.873e-9,0.011,1.015e-5,26.401,3.405,12.454,0.067,1.888,1.581,2.342,0.478,1.988e7,0,68.903,0.475,0.475,0.326,0.047,0.102,0.093,0.218,1.127e-4,0,0,0,0,7.409e-4,0.002,0.131,0.013,81.879,0.029,6.292,13.506,674.22,339.483,0.05,0.901
11.805,7587.988,160.249,-1.265,160.926,1.265,531.019,0.249,531.019,0.027,14.744,6.464e-4,34,-106.998,0.998,0.515,0,0.013,1.991e-5,26.401,3.405,12.454,0.067,1.891,1.581,2.372,0.476,1.979e7,0,68.247,0.475,0.475,0.326,0.047,0.102,0.071,0.167,1.22e-4,0,0,0,0,0.001,0.002,0.131,0.013,82.095,0.033,6.041,13.431,673.567,339.438,0.05,0.904
11.855,7614.225,159.631,-1.259,160.31,1.259,533.437,0.251,533.437,0.027,14.739,0.021,34,-106.998,0.998,0.215,1.193e-8,0.014,3.688e-5,26.401,3.405,12.454,0.067,1.899,1.581,2.431,0.474,1.971e7,0,67.627,0.475,0.475,0.326,0.047,0.102,0.029,0.069,-1.288e-4,0,0,0,0,0.001,0.002,0.131,0.013,82.345,0.037,6.111,13.356,672.938,339.393,0.05,0.906
11.905,7640.36,159.014,-1.254,159.695,1.255,535.854,0.253,535.854,0.027,14.725,0.039,34,-106.998,0.998,0.049,0,-0.015,1.38e-4,26.401,3.405,12.454,0.067,1.903,1.581,2.464,0.473,1.962e7,0,67.033,0.474,0.474,0.326,0.046,0.101,0.007,0.018,-4.964e-4,0,0,0,0,-0.001,0.002,0.131,0.013,82.61,0.041,6.043,13.282,672.312,339.348,0.05,0.908
11.955,7666.395,158.4,-1.25,159.081,1.251,538.268,0.255,538.268,0.027,14.702,0.054,34,-106.998,0.998,0.274,-9.669e-9,-0.014,2.518e-5,26.401,3.405,12.454,0.067,1.897,1.581,2.417,0.471,1.954e7,0,66.456,0.474,0.474,0.326,0.046,0.101,0.037,0.091,-2.112e-4,0,0,0,0,-0.001,0.002,0.131,0.013,82.872,0.046,5.88,13.208,671.689,339.303,0.05,0.91
12.005,7692.329,157.789,-1.245,158.469,1.248,540.677,0.257,540.677,0.027,14.668,0.084,34,-106.998,0.998,0.696,-2e-8,-0.012,7.175e-6,26.401,3.405,12.454,0.067,1.886,1.581,2.334,0.469,1.946e7,0,66.02,0.474,0.475,0.327,0.046,0.101,0.096,0.227,-3.899e-4,0,0,0,0,-0.001,0.002,0.131,0.013,83.112,0.05,6.348,13.134,671.068,339.258,0.05,0.912
12.055,7718.163,157.179,-1.242,157.858,1.246,543.08,0.26,543.08,0.027,14.626,0.088,34,-106.998,0.998,0.775,0,-0.01,1.394e-6,26.401,3.405,12.454,0.067,1.884,1.581,2.318,0.467,1.937e7,0,65.434,0.474,0.475,0.327,0.046,0.101,0.108,0.25,1.188e-4,0,0,0,0,-6.141e-4,0.002,0.131,0.013,83.309,0.054,5.976,13.061,670.449,339.214,0.05,0.916
12.105,7743.897,156.57,-1.239,157.248,1.243,545.475,0.262,545.475,0.027,14.579,0.101,34,-106.998,0.998,0.962,0,-0.006,-2.656e-6,26.401,3.405,12.454,0.067,1.88,1.581,2.282,0.466,1.929e7,0,64.943,0.474,0.475,0.327,0.046,0.101,0.135,0.309,2.008e-4,0,0,0,0,-2.675e-4,0.002,0.131,0.013,83.451,0.057,6.067,12.987,669.832,339.169,0.05,0.918
12.155,7769.531,155.964,-1.237,156.639,1.241,547.862,0.264,547.862,0.028,14.528,0.103,34,-106.998,0.998,0.993,-8.414e-9,-0.003,3.101e-6,26.401,3.405,12.454,0.067,1.879,1.581,2.276,0.464,1.92e7,0,64.377,0.474,0.475,0.327,0.046,0.101,0.14,0.319,1.511e-4,0,0,0,0,-4.927e-5,0.002,0.131,0.013,83.532,0.059,5.899,12.915,669.218,339.125,0.05,0.92
12.205,7795.066,155.357,-1.235,156.031,1.239,550.242,0.266,550.242,0.028,14.48,0.096,34,-106.998,0.998,0.917,-7.388e-9,7.589e-4,4.691e-6,26.401,3.405,12.454,0.067,1.881,1.581,2.289,0.462,1.911e7,0,63.763,0.474,0.475,0.327,0.046,0.101,0.129,0.294,-3.015e-4,0,0,0,0,3.987e-6,0.002,0.131,0.013,83.548,0.059,5.611,12.842,668.607,339.081,0.05,0.923
12.255,7820.502,154.752,-1.233,155.424,1.237,552.613,0.269,552.613,0.028,14.433,0.094,34,-106.998,0.998,0.903,0,0.004,6.1e-6,26.401,3.405,12.454,0.067,1.881,1.581,2.291,0.46,1.903e7,0,63.212,0.473,0.475,0.327,0.046,0.1,0.127,0.29,-2.235e-4,0,0,0,0,1.156e-4,0.002,0.131,0.013,83.504,0.058,5.663,12.77,667.998,339.037,0.05,0.925
12.305,7845.838,154.148,-1.232,154.818,1.235,554.977,0.271,554.977,0.028,14.389,0.084,34,-106.998,0.998,0.766,-1.549e-8,0.007,7.869e-7,26.401,3.405,12.454,0.067,1.884,1.581,2.316,0.459,1.895e7,0,62.608,0.473,0.474,0.327,0.046,0.1,0.106,0.247,-3.145e-4,0,0,0,0,3.498e-4,0.002,0.131,0.013,83.403,0.055,5.528,12.698,667.391,338.994,0.05,0.926
12.355,7871.075,153.544,-1.231,154.213,1.233,557.334,0.273,557.334,0.028,14.351,0.07,34,-106.998,0.998,0.584,0,0.009,1.022e-5,26.401,3.405,12.454,0.067,1.889,1.581,2.35,0.457,1.886e7,0,62.006,0.473,0.474,0.327,0.046,0.1,0.08,0.188,-4.613e-4,0,0,0,0,6.27e-4,0.002,0.131,0.013,83.254,0.051,5.399,12.626,666.786,338.95,0.05,0.928
12.405,7896.213,152.941,-1.229,153.61,1.231,559.686,0.276,559.686,0.028,14.317,0.069,34,-106.998,0.998,0.559,0,0.011,1.529e-5,26.401,3.405,12.454,0.067,1.889,1.581,2.354,0.455,1.879e7,0,61.505,0.473,0.474,0.327,0.046,0.1,0.077,0.18,1.381e-4,0,0,0,0,9.432e-4,0.002,0.131,0.013,83.065,0.046,5.802,12.555,666.184,338.907,0.05,0.93
12.455,7921.253,152.338,-1.229,153.007,1.23,562.032,0.278,562.032,0.028,14.288,0.049,34,-106.998,0.998,0.261,-1.299e-8,0.013,2.688e-5,26.401,3.405,12.454,0.067,1.897,1.581,2.412,0.453,1.87e7,0,60.898,0.473,0.473,0.327,0.046,0.1,0.035,0.084,-3.249e-4,0,0,0,0,0.001,0.002,0.131,0.013,82.844,0.042,5.538,12.483,665.584,338.864,0.05,0.932
12.505,7946.193,151.736,-1.228,152.405,1.229,564.374,0.28,564.374,0.028,14.267,0.038,34,-106.998,0.998,0.097,0,0.014,8.436e-5,26.401,3.405,12.454,0.067,1.901,1.581,2.444,0.452,1.862e7,0,60.372,0.473,0.473,0.327,0.046,0.1,0.013,0.03,-1.017e-4,0,0,0,0,0.001,0.002,0.131,0.013,82.606,0.038,5.683,12.412,664.987,338.821,0.05,0.933
12.555,7971.035,151.133,-1.228,151.804,1.228,566.713,0.283,566.713,0.029,14.251,0.026,34,-106.998,0.998,0.108,-2.306e-8,-0.013,9.66e-5,26.401,3.405,12.454,0.067,1.9,1.581,2.441,0.45,1.854e7,0,59.85,0.473,0.473,0.327,0.046,0.1,0.014,0.036,-3.541e-4,0,0,0,0,-0.001,0.002,0.131,0.013,82.362,0.034,5.724,12.342,664.392,338.778,0.05,0.935
12.605,7995.778,150.531,-1.229,151.203,1.229,569.05,0.285,569.05,0.029,14.244,0.006,34,-106.998,0.998,0.413,0,-0.013,1.953e-5,26.401,3.405,12.454,0.067,1.892,1.581,2.379,0.448,1.846e7,0,59.329,0.473,0.473,0.327,0.046,0.1,0.056,0.135,-1.153e-4,0,0,0,0,-0.001,0.002,0.131,0.013,82.126,0.032,5.466,12.271,663.799,338.735,0.05,0.936
12.655,8020.422,149.929,-1.228,150.604,1.228,571.386,0.287,571.386,0.029,14.243,0.003,34,-106.998,0.998,0.565,0,-0.011,1.789e-5,26.401,3.405,12.454,0.067,1.888,1.581,2.349,0.447,1.838e7,0,58.845,0.472,0.473,0.327,0.046,0.099,0.078,0.183,-3.485e-4,0,0,0,0,-8.814e-4,0.002,0.131,0.013,81.914,0.03,5.549,12.201,663.209,338.693,0.05,0.938
12.705,8044.967,149.327,-1.227,150.005,1.227,573.723,0.29,573.723,0.029,14.246,0.008,34,-106.998,0.998,0.654,-1.37e-8,-0.009,1.984e-5,26.401,3.405,12.454,0.067,1.886,1.581,2.331,0.445,1.83e7,0,58.365,0.472,0.473,0.327,0.046,0.099,0.09,0.211,-4.586e-4,0,0,0,0,-5.859e-4,0.002,0.131,0.013,81.736,0.029,5.703,12.132,662.621,338.651,0.05,0.939
12.755,8069.413,148.725,-1.226,149.406,1.226,576.06,0.292,576.06,0.029,14.251,0.01,34,-106.998,0.998,0.692,-1.111e-8,-0.007,1.981e-5,26.401,3.405,12.454,0.067,1.885,1.581,2.323,0.443,1.822e7,0,57.881,0.472,0.473,0.327,0.046,0.099,0.096,0.223,-3.626e-4,0,0,0,0,-3.287e-4,0.002,0.131,0.013,81.597,0.029,5.885,12.062,662.036,338.609,0.05,0.941
12.805,8093.761,148.125,-1.223,148.809,1.224,578.398,0.294,578.399,0.029,14.255,0.007,34,-106.998,0.998,0.655,-9e-9,-0.004,2.232e-5,26.401,3.405,12.454,0.067,1.886,1.581,2.329,0.442,1.815e7,0,57.392,0.472,0.473,0.327,0.046,0.099,0.09,0.21,2.517e-5,0,0,0,0,-1.466e-4,0.002,0.131,0.013,81.498,0.03,6.158,11.993,661.453,338.567,0.05,0.942
12.855,8118.011,147.525,-1.221,148.213,1.221,580.737,0.297,580.737,0.029,14.258,0.004,34,-106.998,0.998,0.609,-5.863e-9,-0.002,1.683e-5,26.401,3.405,12.454,0.067,1.887,1.581,2.337,0.44,1.807e7,0,56.898,0.472,0.473,0.327,0.046,0.099,0.084,0.196,2.887e-4,0,0,0,0,-4.169e-5,0.002,0.131,0.013,81.438,0.032,6.351,11.924,660.872,338.525,0.05,0.944
12.905,8142.162,146.927,-1.219,147.617,1.219,583.076,0.299,583.076,0.029,14.26,0.001,34,-106.998,0.998,0.571,-8.29e-9,-3.985e-4,2.196e-5,26.401,3.405,12.454,0.067,1.888,1.581,2.344,0.438,1.799e7,0,56.397,0.472,0.472,0.327,0.046,0.099,0.078,0.184,-3.694e-4,0,0,0,0,-1.225e-6,0.002,0.131,0.013,81.414,0.033,6.43,11.855,660.293,338.483,0.05,0.946
12.955,8166.215,146.33,-1.215,147.023,1.215,585.415,0.302,585.415,0.03,14.257,0.011,34,-106.998,0.998,0.378,-8.002e-9,0.001,2.245e-5,26.401,3.405,12.454,0.067,1.893,1.581,2.381,0.437,1.792e7,0,55.913,0.472,0.472,0.328,0.046,0.099,0.051,0.122,-4.883e-4,0,0,0,0,9.626e-6,0.002,0.131,0.013,81.422,0.036,6.831,11.787,659.717,338.442,0.05,0.948
13.005,8190.171,145.736,-1.212,146.431,1.212,587.753,0.304,587.754,0.03,14.249,0.021,34,-106.998,0.998,0.205,-8.412e-9,0.002,2.691e-5,26.401,3.405,12.454,0.067,1.897,1.581,2.415,0.435,1.784e7,0,55.435,0.472,0.472,0.328,0.046,0.098,0.027,0.067,-4.559e-5,0,0,0,0,3.23e-5,0.002,0.131,0.013,81.451,0.039,7.128,11.719,659.143,338.401,0.05,0.951
13.055,8214.029,145.142,-1.209,145.839,1.209,590.09,0.306,590.09,0.03,14.238,0.025,34,-106.998,0.998,0.135,-9.525e-9,0.003,2.919e-5,26.401,3.405,12.454,0.067,1.899,1.581,2.429,0.434,1.777e7,0,54.94,0.472,0.472,0.328,0.046,0.098,0.018,0.043,-9.537e-5,0,0,0,0,5.196e-5,0.002,0.131,0.013,81.493,0.042,7.125,11.651,658.572,338.359,0.05,0.953
13.105,8237.79,144.55,-1.207,145.248,1.207,592.425,0.309,592.425,0.03,14.225,0.026,34,-106.998,0.998,0.121,-8.395e-9,0.003,4.048e-5,26.401,3.405,12.454,0.067,1.899,1.581,2.431,0.432,1.768e7,0,54.433,0.471,0.471,0.328,0.046,0.098,0.016,0.039,2.968e-4,0,0,0,0,7.044e-5,0.002,0.131,0.013,81.543,0.044,6.956,11.584,658.003,338.319,0.05,0.955
13.155,8261.453,143.958,-1.205,144.658,1.205,594.757,0.311,594.757,0.03,14.212,0.028,34,-106.998,0.998,0.076,-5.679e-9,0.003,6.706e-5,26.401,3.405,12.454,0.067,1.9,1.581,2.439,0.43,1.76e7,0,53.937,0.471,0.471,0.328,0.045,0.098,0.01,0.024,-2.841e-4,0,0,0,0,8.747e-5,0.002,0.131,0.013,81.6,0.047,6.852,11.516,657.436,338.278,0.05,0.957
13.205,8285.02,143.369,-1.202,144.07,1.202,597.087,0.314,597.087,0.03,14.196,0.037,34,-106.998,0.998,0.094,-6.937e-9,-0.003,3.126e-5,26.401,3.405,12.454,0.067,1.9,1.581,2.435,0.429,1.753e7,0,53.481,0.471,0.471,0.328,0.045,0.098,0.013,0.031,-1.979e-4,0,0,0,0,-8.445e-5,0.002,0.131,0.013,81.659,0.049,7.066,11.449,656.872,338.237,0.05,0.958
13.255,8308.49,142.78,-1.2,143.482,1.2,599.415,0.316,599.415,0.03,14.178,0.036,34,-106.998,0.998,0.078,-7.437e-9,-0.003,4.878e-5,26.401,3.405,12.454,0.067,1.9,1.581,2.437,0.427,1.744e7,0,52.975,0.471,0.471,0.328,0.045,0.098,0.01,0.025,-2.085e-4,0,0,0,0,-7.281e-5,0.002,0.131,0.013,81.715,0.051,6.809,11.383,656.309,338.197,0.05,0.96
13.305,8331.864,142.192,-1.197,142.895,1.198,601.739,0.318,601.739,0.03,14.16,0.039,34,-106.998,0.998,0.147,-8.462e-9,-0.003,2.547e-5,26.401,3.405,12.454,0.067,1.898,1.581,2.422,0.425,1.737e7,0,52.502,0.471,0.471,0.328,0.045,0.098,0.02,0.048,-1.624e-4,0,0,0,0,-5.886e-5,0.002,0.131,0.013,81.766,0.052,6.789,11.316,655.75,338.156,0.05,0.962
13.355,8355.141,141.606,-1.194,142.31,1.195,604.06,0.321,604.06,0.03,14.137,0.053,34,-106.998,0.998,0.399,-8.006e-9,-0.002,8.658e-6,26.401,3.405,12.454,0.067,1.891,1.581,2.371,0.424,1.73e7,0,52.106,0.471,0.471,0.328,0.045,0.098,0.054,0.129,9.654e-6,0,0,0,0,-2.687e-5,0.002,0.131,0.013,81.808,0.052,7.26,11.25,655.192,338.116,0.05,0.964
13.405,8378.323,141.021,-1.192,141.725,1.193,606.377,0.323,606.377,0.031,14.111,0.054,34,-106.998,0.998,0.422,-7.898e-9,-6.121e-4,4.051e-6,26.401,3.405,12.454,0.067,1.891,1.581,2.366,0.422,1.722e7,0,51.635,0.471,0.471,0.328,0.045,0.097,0.057,0.136,1.097e-4,0,0,0,0,-3.13e-6,0.002,0.131,0.013,81.83,0.052,7.196,11.184,654.637,338.076,0.05,0.966
13.455,8401.408,140.437,-1.19,141.141,1.191,608.69,0.326,608.69,0.031,14.083,0.058,34,-106.998,0.998,0.499,-8.122e-9,7.467e-4,4.799e-6,26.401,3.405,12.454,0.067,1.889,1.581,2.35,0.42,1.714e7,0,51.197,0.471,0.471,0.328,0.045,0.097,0.068,0.16,-2.95e-4,0,0,0,0,4.694e-6,0.002,0.131,0.013,81.829,0.052,7.333,11.118,654.084,338.037,0.05,0.967
13.505,8424.398,139.854,-1.187,140.559,1.189,610.997,0.328,610.998,0.031,14.054,0.061,34,-106.998,0.998,0.56,-8.348e-9,0.002,2.986e-6,26.401,3.405,12.454,0.067,1.887,1.581,2.338,0.419,1.707e7,0,50.764,0.471,0.471,0.328,0.045,0.097,0.077,0.179,1.957e-5,0,0,0,0,4.434e-5,0.002,0.131,0.013,81.802,0.05,7.495,11.053,653.533,337.997,0.05,0.969
13.555,8447.292,139.272,-1.186,139.977,1.187,613.3,0.331,613.301,0.031,14.024,0.06,34,-106.998,0.998,0.543,-1e-8,0.004,5.147e-6,26.401,3.405,12.454,0.067,1.887,1.581,2.341,0.417,1.699e7,0,50.308,0.47,0.471,0.328,0.045,0.097,0.074,0.174,-4.204e-4,0,0,0,0,1.318e-4,0.002,0.131,0.013,81.746,0.049,7.531,10.988,652.985,337.958,0.05,0.971
13.605,8470.091,138.691,-1.186,139.396,1.187,615.599,0.333,615.599,0.031,14,0.041,34,-106.998,0.998,0.21,-8.123e-9,0.005,1.547e-6,26.401,3.405,12.454,0.067,1.896,1.581,2.406,0.415,1.69e7,0,49.739,0.47,0.47,0.328,0.045,0.097,0.028,0.067,-2.434e-4,0,0,0,0,2.1e-4,0.002,0.131,0.013,81.664,0.047,6.838,10.923,652.439,337.918,0.05,0.972
13.655,8492.794,138.109,-1.185,138.815,1.186,617.894,0.336,617.894,0.031,13.98,0.039,34,-106.998,0.998,0.167,0,0.005,1.262e-5,26.401,3.405,12.454,0.067,1.897,1.581,2.414,0.413,1.683e7,0,49.293,0.47,0.47,0.328,0.045,0.097,0.022,0.053,-3.963e-4,0,0,0,0,2.624e-4,0.002,0.131,0.013,81.57,0.044,6.898,10.859,651.895,337.879,0.05,0.974
13.705,8515.402,137.529,-1.184,138.236,1.184,620.186,0.338,620.186,0.031,13.962,0.033,34,-106.998,0.998,0.06,-6.902e-9,0.006,2.706e-5,26.401,3.405,12.454,0.067,1.9,1.581,2.435,0.412,1.675e7,0,48.833,0.47,0.47,0.328,0.045,0.097,0.008,0.019,-3.704e-4,0,0,0,0,2.986e-4,0.002,0.131,0.013,81.468,0.042,6.817,10.794,651.353,337.84,0.05,0.975
13.755,8537.915,136.948,-1.184,137.657,1.184,622.475,0.341,622.475,0.031,13.949,0.022,34,-106.998,0.998,0.153,-9.099e-9,-0.006,7.363e-6,26.401,3.405,12.454,0.067,1.897,1.581,2.415,0.41,1.667e7,0,48.355,0.47,0.47,0.328,0.045,0.097,0.02,0.049,4.036e-4,0,0,0,0,-2.805e-4,0.002,0.131,0.013,81.364,0.04,6.473,10.73,650.814,337.802,0.05,0.977
13.805,8560.333,136.368,-1.181,137.079,1.182,624.762,0.344,624.762,0.032,13.937,0.029,34,-106.998,0.998,0.021,-9.593e-9,-0.005,1.74e-4,26.401,3.405,12.454,0.067,1.901,1.581,2.442,0.408,1.66e7,0,47.964,0.47,0.47,0.328,0.045,0.096,0.003,0.007,1.374e-4,0,0,0,0,-2.644e-4,0.002,0.131,0.013,81.265,0.038,6.967,10.667,650.277,337.763,0.05,0.979
13.855,8582.656,135.789,-1.181,136.501,1.181,627.047,0.346,627.047,0.032,13.925,0.02,34,-106.998,0.998,0.186,-6.466e-9,-0.005,1.418e-5,26.401,3.405,12.454,0.067,1.896,1.581,2.407,0.407,1.652e7,0,47.504,0.47,0.47,0.328,0.045,0.096,0.025,0.06,-3.617e-4,0,0,0,0,-2.399e-4,0.002,0.131,0.013,81.169,0.037,6.719,10.603,649.743,337.724,0.05,0.981
13.905,8604.883,135.21,-1.181,135.925,1.181,629.331,0.349,629.331,0.032,13.918,0.007,34,-106.998,0.998,0.44,-7.589e-9,-0.004,1.924e-6,26.401,3.405,12.454,0.067,1.889,1.581,2.356,0.405,1.643e7,0,47.041,0.47,0.47,0.328,0.045,0.096,0.06,0.141,2.768e-4,0,0,0,0,-1.654e-4,0.002,0.131,0.013,81.083,0.036,6.231,10.54,649.21,337.686,0.05,0.983
13.955,8627.016,134.632,-1.179,135.349,1.179,631.614,0.351,631.614,0.032,13.914,0.011,34,-106.998,0.998,0.363,-9.011e-9,-0.003,5.773e-6,26.401,3.405,12.454,0.067,1.891,1.581,2.37,0.403,1.636e7,0,46.628,0.47,0.47,0.328,0.045,0.096,0.049,0.116,-1.352e-4,0,0,0,0,-9.358e-5,0.002,0.131,0.013,81.016,0.034,6.499,10.477,648.68,337.648,0.05,0.984
14.005,8649.054,134.054,-1.176,134.774,1.176,633.896,0.354,633.896,0.032,13.906,0.02,34,-106.998,0.998,0.189,-8.769e-9,-0.002,1.398e-5,26.401,3.405,12.454,0.067,1.896,1.581,2.405,0.402,1.63e7,0,46.235,0.469,0.469,0.328,0.045,0.096,0.025,0.061,-4.112e-4,0,0,0,0,-5.689e-5,0.002,0.131,0.013,80.966,0.034,6.957,10.415,648.152,337.61,0.05,0.986
14.055,8670.997,133.478,-1.174,134.2,1.174,636.176,0.356,636.176,0.032,13.896,0.022,34,-106.998,0.998,0.148,-7.165e-9,-0.002,2.114e-5,26.401,3.405,12.454,0.067,1.897,1.581,2.412,0.4,1.622e7,0,45.819,0.469,0.469,0.329,0.045,0.096,0.02,0.047,3.908e-4,0,0,0,0,-3.923e-5,0.002,0.131,0.013,80.925,0.033,7.07,10.352,647.627,337.572,0.05,0.988
14.105,8692.846,132.903,-1.173,133.626,1.173,638.455,0.359,638.455,0.032,13.886,0.017,34,-106.998,0.998,0.247,-7.875e-9,-0.002,1.179e-5,26.401,3.405,12.454,0.067,1.894,1.581,2.392,0.399,1.614e7,0,45.376,0.469,0.469,0.329,0.045,0.096,0.033,0.079,4.441e-4,0,0,0,0,-2.132e-5,0.002,0.131,0.013,80.893,0.034,6.83,10.29,647.103,337.535,0.05,0.99
14.155,8714.601,132.328,-1.171,133.054,1.171,640.732,0.362,640.732,0.032,13.877,0.02,34,-106.998,0.998,0.182,-8.565e-9,-9.527e-4,1.706e-5,26.401,3.405,12.454,0.067,1.896,1.581,2.404,0.397,1.607e7,0,44.966,0.469,0.469,0.329,0.045,0.096,0.024,0.059,-3.837e-4,0,0,0,0,-8.594e-6,0.002,0.131,0.013,80.871,0.034,6.956,10.228,646.582,337.497,0.05,0.991
14.205,8736.261,131.755,-1.168,132.482,1.169,643.007,0.364,643.008,0.032,13.866,0.026,34,-106.998,0.998,0.069,-8.421e-9,-6.412e-4,2.598e-5,26.401,3.405,12.454,0.067,1.899,1.581,2.426,0.395,1.6e7,0,44.569,0.469,0.469,0.329,0.045,0.096,0.009,0.022,6.565e-5,0,0,0,0,-3.924e-6,0.002,0.131,0.013,80.857,0.035,7.177,10.167,646.064,337.46,0.05,0.993
14.255,8757.827,131.182,-1.167,131.912,1.167,645.281,0.367,645.281,0.033,13.853,0.027,34,-106.998,0.998,0.041,-7.632e-9,-4.845e-4,2.708e-5,26.401,3.405,12.454,0.067,1.899,1.581,2.432,0.394,1.592e7,0,44.156,0.469,0.469,0.329,0.045,0.095,0.005,0.014,3.637e-4,0,0,0,0,-2.259e-6,0.002,0.131,0.013,80.847,0.037,7.187,10.105,645.547,337.423,0.05,0.994
14.305,8779.3,130.611,-1.164,131.342,1.165,647.552,0.369,647.552,0.033,13.839,0.031,34,-106.998,0.998,0.045,-7.902e-9,4.986e-4,-8.953e-6,26.401,3.405,12.454,0.067,1.899,1.581,2.43,0.392,1.585e7,0,43.761,0.469,0.469,0.329,0.045,0.095,0.006,0.015,-2.097e-4,0,0,0,0,2.413e-6,0.002,0.131,0.013,80.838,0.039,7.333,10.044,645.033,337.386,0.05,0.996
14.355,8800.679,130.04,-1.163,130.773,1.163,649.821,0.372,649.821,0.033,13.823,0.032,34,-106.998,0.998,0.076,-7.257e-9,6.55e-4,-1.238e-5,26.401,3.405,12.454,0.067,1.898,1.581,2.423,0.391,1.578e7,0,43.356,0.469,0.469,0.329,0.045,0.095,0.01,0.024,-3.049e-4,0,0,0,0,4.199e-6,0.002,0.131,0.013,80.828,0.04,7.35,9.983,644.521,337.349,0.05,0.998
